73	Buriat					2014-08-01 00:00:00	2014-08-01 00:00:00
74	Burmese	my	bur	mya	ဗမာစာ	2014-08-01 00:00:00	2014-08-01 00:00:00
75	Caddo					2014-08-01 00:00:00	2014-08-01 00:00:00
76	Cantonese					2014-08-01 00:00:00	2014-08-01 00:00:00
77	Cape Verde					2014-08-01 00:00:00	2014-08-01 00:00:00
78	Carib					2014-08-01 00:00:00	2014-08-01 00:00:00
79	Carolinian					2014-08-01 00:00:00	2014-08-01 00:00:00
80	Catalan	ca	cat	cat	Català	2014-08-01 00:00:00	2014-08-01 00:00:00
81	Caucasian (Other)					2014-08-01 00:00:00	2014-08-01 00:00:00
82	Cebuano					2014-08-01 00:00:00	2014-08-01 00:00:00
83	Celtic (Other)					2014-08-01 00:00:00	2014-08-01 00:00:00
84	Central American Indian (Other)					2014-08-01 00:00:00	2014-08-01 00:00:00
85	Chagatai					2014-08-01 00:00:00	2014-08-01 00:00:00
86	Chamic languages					2014-08-01 00:00:00	2014-08-01 00:00:00
87	Chamorro	ch	cha	cha	Chamoru	2014-08-01 00:00:00	2014-08-01 00:00:00
88	Chavacano					2014-08-01 00:00:00	2014-08-01 00:00:00
89	Chechen	ce	che	che	нохчийн мотт	2014-08-01 00:00:00	2014-08-01 00:00:00
90	Cherokee					2014-08-01 00:00:00	2014-08-01 00:00:00
91	Cheyenne					2014-08-01 00:00:00	2014-08-01 00:00:00
92	Chibcha					2014-08-01 00:00:00	2014-08-01 00:00:00
93	Chiga					2014-08-01 00:00:00	2014-08-01 00:00:00
94	Chinese	zh	chi	zho	中文	2014-08-01 00:00:00	2014-08-01 00:00:00
95	Chinese, Yue					2014-08-01 00:00:00	2014-08-01 00:00:00
96	Chinook					2014-08-01 00:00:00	2014-08-01 00:00:00
97	Chinook jargon					2014-08-01 00:00:00	2014-08-01 00:00:00
98	Chipewyan					2014-08-01 00:00:00	2014-08-01 00:00:00
99	Chitonga					2014-08-01 00:00:00	2014-08-01 00:00:00
100	Chitumbuka					2014-08-01 00:00:00	2014-08-01 00:00:00
101	Chiyao					2014-08-01 00:00:00	2014-08-01 00:00:00
102	Choctaw					2014-08-01 00:00:00	2014-08-01 00:00:00
103	Chokwe					2014-08-01 00:00:00	2014-08-01 00:00:00
104	Church Slavic	cu	chu	chu		2014-08-01 00:00:00	2014-08-01 00:00:00
105	Chuuk					2014-08-01 00:00:00	2014-08-01 00:00:00
106	Chuvash	cv	chv	chv	чӑваш чӗлхи	2014-08-01 00:00:00	2014-08-01 00:00:00
107	Coptic					2014-08-01 00:00:00	2014-08-01 00:00:00
108	Cornish	kw	cor	cor	Kernewek	2014-08-01 00:00:00	2014-08-01 00:00:00
109	Corsican	co	cos	cos	corsu	2014-08-01 00:00:00	2014-08-01 00:00:00
110	Cotabato Chavacano					2014-08-01 00:00:00	2014-08-01 00:00:00
111	Cree	cr	cre	cre	ᓀᐦᐃᔭᐍᐏᐣ	2014-08-01 00:00:00	2014-08-01 00:00:00
112	Creek					2014-08-01 00:00:00	2014-08-01 00:00:00
113	Creole, Dutch					2014-08-01 00:00:00	2014-08-01 00:00:00
114	Creole, English					2014-08-01 00:00:00	2014-08-01 00:00:00
115	Creole, French					2014-08-01 00:00:00	2014-08-01 00:00:00
116	Creole, German					2014-08-01 00:00:00	2014-08-01 00:00:00
117	Creole, Portuguese					2014-08-01 00:00:00	2014-08-01 00:00:00
118	Creoles and Pidgins (Other)					2014-08-01 00:00:00	2014-08-01 00:00:00
119	Creoles and Pidgins, English					2014-08-01 00:00:00	2014-08-01 00:00:00
120	Creoles and Pidgins, French					2014-08-01 00:00:00	2014-08-01 00:00:00
121	Creoles and Pidgins, Portuguese					2014-08-01 00:00:00	2014-08-01 00:00:00
122	Croatian	hr	scr	hrv	Hrvatski	2014-08-01 00:00:00	2014-08-01 00:00:00
123	Cushitic (Other)					2014-08-01 00:00:00	2014-08-01 00:00:00
124	Czech	cs	cze	ces	česky	2014-08-01 00:00:00	2014-08-01 00:00:00
125	Dakota					2014-08-01 00:00:00	2014-08-01 00:00:00
126	Dama					2014-08-01 00:00:00	2014-08-01 00:00:00
127	Danish	da	dan	dan	dansk	2014-08-01 00:00:00	2014-08-01 00:00:00
128	Davawenyo					2014-08-01 00:00:00	2014-08-01 00:00:00
129	Day					2014-08-01 00:00:00	2014-08-01 00:00:00
130	Dayak					2014-08-01 00:00:00	2014-08-01 00:00:00
131	Delaware					2014-08-01 00:00:00	2014-08-01 00:00:00
132	Digo					2014-08-01 00:00:00	2014-08-01 00:00:00
133	Dinka					2014-08-01 00:00:00	2014-08-01 00:00:00
134	Dinka, Northeastern					2014-08-01 00:00:00	2014-08-01 00:00:00
135	Divehi	dv	div	div	‫ދިވެހި	2014-08-01 00:00:00	2014-08-01 00:00:00
136	Djerma					2014-08-01 00:00:00	2014-08-01 00:00:00
137	Djuka					2014-08-01 00:00:00	2014-08-01 00:00:00
138	Dogri					2014-08-01 00:00:00	2014-08-01 00:00:00
139	Dogrib					2014-08-01 00:00:00	2014-08-01 00:00:00
140	Dravidian (Other)					2014-08-01 00:00:00	2014-08-01 00:00:00
141	Duala					2014-08-01 00:00:00	2014-08-01 00:00:00
142	Dutch	nl	dut	nld	Nederlands	2014-08-01 00:00:00	2014-08-01 00:00:00
143	Dutch, Middle (ca. 1050)					2014-08-01 00:00:00	2014-08-01 00:00:00
144	Dyula					2014-08-01 00:00:00	2014-08-01 00:00:00
145	Dzongkha	dz	dzo	dzo	རྫོང་ཁ	2014-08-01 00:00:00	2014-08-01 00:00:00
146	Efik					2014-08-01 00:00:00	2014-08-01 00:00:00
147	Egyptian					2014-08-01 00:00:00	2014-08-01 00:00:00
148	Ekajuk					2014-08-01 00:00:00	2014-08-01 00:00:00
149	El Molo					2014-08-01 00:00:00	2014-08-01 00:00:00
150	Elamite					2014-08-01 00:00:00	2014-08-01 00:00:00
151	ENG					2014-08-01 00:00:00	2014-08-01 00:00:00
152	English	en	eng	eng	English	2014-08-01 00:00:00	2014-08-01 00:00:00
153	English, Middle (1100)					2014-08-01 00:00:00	2014-08-01 00:00:00
154	English, Old (ca. 450)					2014-08-01 00:00:00	2014-08-01 00:00:00
155	Esperanto	eo	epo	epo	Esperanto	2014-08-01 00:00:00	2014-08-01 00:00:00
156	Estonian	et	est	est	Eesti keel	2014-08-01 00:00:00	2014-08-01 00:00:00
157	Ethiopic					2014-08-01 00:00:00	2014-08-01 00:00:00
158	Ewe	ee	ewe	ewe	Ɛʋɛgbɛ	2014-08-01 00:00:00	2014-08-01 00:00:00
159	Ewondo					2014-08-01 00:00:00	2014-08-01 00:00:00
160	Fang					2014-08-01 00:00:00	2014-08-01 00:00:00
161	Fanti					2014-08-01 00:00:00	2014-08-01 00:00:00
162	Faroese	fo	fao	fao	Føroyskt	2014-08-01 00:00:00	2014-08-01 00:00:00
163	Farsi					2014-08-01 00:00:00	2014-08-01 00:00:00
164	Fiji					2014-08-01 00:00:00	2014-08-01 00:00:00
165	Fijian	fj	fij	fij	vosa Vakaviti	2014-08-01 00:00:00	2014-08-01 00:00:00
166	Finnish	fi	fin	fin	suomen kieli	2014-08-01 00:00:00	2014-08-01 00:00:00
167	Finno					2014-08-01 00:00:00	2014-08-01 00:00:00
168	Flemish					2014-08-01 00:00:00	2014-08-01 00:00:00
169	Fon					2014-08-01 00:00:00	2014-08-01 00:00:00
170	Fon GBE					2014-08-01 00:00:00	2014-08-01 00:00:00
171	French	fr	fre	fra	français	2014-08-01 00:00:00	2014-08-01 00:00:00
172	French, Middle (ca. 1400)					2014-08-01 00:00:00	2014-08-01 00:00:00
173	French, Old (ca. 842)					2014-08-01 00:00:00	2014-08-01 00:00:00
174	Frisian					2014-08-01 00:00:00	2014-08-01 00:00:00
175	Friulian					2014-08-01 00:00:00	2014-08-01 00:00:00
176	Ful					2014-08-01 00:00:00	2014-08-01 00:00:00
177	Fula					2014-08-01 00:00:00	2014-08-01 00:00:00
178	Fulfulde, Pulaar					2014-08-01 00:00:00	2014-08-01 00:00:00
179	Futuna					2014-08-01 00:00:00	2014-08-01 00:00:00
180	Fwâi					2014-08-01 00:00:00	2014-08-01 00:00:00
181	Gã					2014-08-01 00:00:00	2014-08-01 00:00:00
182	Gaelic, Irish					2014-08-01 00:00:00	2014-08-01 00:00:00
183	Galibi					2014-08-01 00:00:00	2014-08-01 00:00:00
184	Galician	gl	glg	glg	Galego	2014-08-01 00:00:00	2014-08-01 00:00:00
185	Galoa					2014-08-01 00:00:00	2014-08-01 00:00:00
186	Gambai					2014-08-01 00:00:00	2014-08-01 00:00:00
187	Ganda	lg	lug	lug	Luganda	2014-08-01 00:00:00	2014-08-01 00:00:00
188	Gayo					2014-08-01 00:00:00	2014-08-01 00:00:00
189	Gbaya					2014-08-01 00:00:00	2014-08-01 00:00:00
190	Gela					2014-08-01 00:00:00	2014-08-01 00:00:00
191	Gen-GBE					2014-08-01 00:00:00	2014-08-01 00:00:00
192	Georgian	ka	geo	kat	ქართული	2014-08-01 00:00:00	2014-08-01 00:00:00
193	German	de	ger	deu	Deutsch	2014-08-01 00:00:00	2014-08-01 00:00:00
194	German, Middle High (ca. 1050)					2014-08-01 00:00:00	2014-08-01 00:00:00
195	German, Old High (ca. 750)					2014-08-01 00:00:00	2014-08-01 00:00:00
196	Germanic (Other)					2014-08-01 00:00:00	2014-08-01 00:00:00
197	Gikuyu					2014-08-01 00:00:00	2014-08-01 00:00:00
198	Gilbertese					2014-08-01 00:00:00	2014-08-01 00:00:00
199	Giryama					2014-08-01 00:00:00	2014-08-01 00:00:00
200	Gondi					2014-08-01 00:00:00	2014-08-01 00:00:00
201	Gorontalo					2014-08-01 00:00:00	2014-08-01 00:00:00
202	Gothic					2014-08-01 00:00:00	2014-08-01 00:00:00
203	Gourmanchéma					2014-08-01 00:00:00	2014-08-01 00:00:00
204	Grebo					2014-08-01 00:00:00	2014-08-01 00:00:00
205	Greek	el	gre	ell	Ελληνικά	2014-08-01 00:00:00	2014-08-01 00:00:00
206	Greek, Ancient (to 1453)					2014-08-01 00:00:00	2014-08-01 00:00:00
207	Greek, Modern (1453)					2014-08-01 00:00:00	2014-08-01 00:00:00
208	Greenlandic					2014-08-01 00:00:00	2014-08-01 00:00:00
209	Guarani	gn	grn	grn	Avañe'ẽ	2014-08-01 00:00:00	2014-08-01 00:00:00
210	Gujarati	gu	guj	guj	ગુજરાતી	2014-08-01 00:00:00	2014-08-01 00:00:00
211	Gujrati					2014-08-01 00:00:00	2014-08-01 00:00:00
212	Guugu Yimidhirr					2014-08-01 00:00:00	2014-08-01 00:00:00
213	Gwich'in					2014-08-01 00:00:00	2014-08-01 00:00:00
214	Haida					2014-08-01 00:00:00	2014-08-01 00:00:00
215	Haoussa					2014-08-01 00:00:00	2014-08-01 00:00:00
216	Hausa	ha	hau	hau	‫هَوُسَ	2014-08-01 00:00:00	2014-08-01 00:00:00
217	Hawaiian	hw			Hawai'i	2014-08-01 00:00:00	2014-08-01 00:00:00
218	Hebrew	he	heb	heb	‫עברית	2014-08-01 00:00:00	2014-08-01 00:00:00
219	Heiltsuk					2014-08-01 00:00:00	2014-08-01 00:00:00
220	Herero	hz	her	her	Otjiherero	2014-08-01 00:00:00	2014-08-01 00:00:00
221	Hiligaynon					2014-08-01 00:00:00	2014-08-01 00:00:00
222	Hima					2014-08-01 00:00:00	2014-08-01 00:00:00
223	Himachali					2014-08-01 00:00:00	2014-08-01 00:00:00
224	Hindi	hi	hin	hin	हिन्दी	2014-08-01 00:00:00	2014-08-01 00:00:00
225	Hiri Motu	ho	hmo	hmo	Hiri Motu	2014-08-01 00:00:00	2014-08-01 00:00:00
226	Hittite					2014-08-01 00:00:00	2014-08-01 00:00:00
227	Hmong					2014-08-01 00:00:00	2014-08-01 00:00:00
228	Ho					2014-08-01 00:00:00	2014-08-01 00:00:00
229	Hokkien					2014-08-01 00:00:00	2014-08-01 00:00:00
230	Hungarian	hu	hun	hun	Magyar	2014-08-01 00:00:00	2014-08-01 00:00:00
231	Hungarian (Magyar)					2014-08-01 00:00:00	2014-08-01 00:00:00
232	Hupa					2014-08-01 00:00:00	2014-08-01 00:00:00
233	Iban					2014-08-01 00:00:00	2014-08-01 00:00:00
234	Ibanag					2014-08-01 00:00:00	2014-08-01 00:00:00
235	Icelandic	is	ice	isl	Íslenska	2014-08-01 00:00:00	2014-08-01 00:00:00
236	Igbo	ig	ibo	ibo	Igbo	2014-08-01 00:00:00	2014-08-01 00:00:00
237	Ijo					2014-08-01 00:00:00	2014-08-01 00:00:00
238	Ilokano					2014-08-01 00:00:00	2014-08-01 00:00:00
239	Iloko					2014-08-01 00:00:00	2014-08-01 00:00:00
240	Indic (Other)					2014-08-01 00:00:00	2014-08-01 00:00:00
241	Indo Association)					2014-08-01 00:00:00	2014-08-01 00:00:00
242	Indonesian	id	ind	ind	Bahasa Indonesia	2014-08-01 00:00:00	2014-08-01 00:00:00
243	informal latinized name (vernacular concept only)					2014-08-01 00:00:00	2014-08-01 00:00:00
244	Interlingua (International Auxiliary Language Association)	ia	ina	ina	interlingua	2014-08-01 00:00:00	2014-08-01 00:00:00
245	Interlingue	ie	ile	ile	Interlingue	2014-08-01 00:00:00	2014-08-01 00:00:00
246	Intha					2014-08-01 00:00:00	2014-08-01 00:00:00
247	Inuktitut	iu	iku	iku	ᐃᓄᒃᑎᑐᑦ	2014-08-01 00:00:00	2014-08-01 00:00:00
248	Inupiaq	ik	ipk	ipk	Iñupiaq	2014-08-01 00:00:00	2014-08-01 00:00:00
249	Iranian (Other)					2014-08-01 00:00:00	2014-08-01 00:00:00
250	Irish	ga	gle	gle	Gaeilge	2014-08-01 00:00:00	2014-08-01 00:00:00
251	Irish, Middle (ca. 1100)					2014-08-01 00:00:00	2014-08-01 00:00:00
252	Irish, Old (to 1100)					2014-08-01 00:00:00	2014-08-01 00:00:00
253	Iroquoian (Other)					2014-08-01 00:00:00	2014-08-01 00:00:00
254	Italian	it	ita	ita	Italiano	2014-08-01 00:00:00	2014-08-01 00:00:00
255	Izo					2014-08-01 00:00:00	2014-08-01 00:00:00
256	Izon					2014-08-01 00:00:00	2014-08-01 00:00:00
257	Japanese	ja	jpn	jpn	日本語	2014-08-01 00:00:00	2014-08-01 00:00:00
258	Japanese transliterated Hiragana					2014-08-01 00:00:00	2014-08-01 00:00:00
259	Japanese transliterated Kanji					2014-08-01 00:00:00	2014-08-01 00:00:00
260	Japanese transliterated Katakana					2014-08-01 00:00:00	2014-08-01 00:00:00
261	Japanese transliterated Roman					2014-08-01 00:00:00	2014-08-01 00:00:00
262	Javanese	jv	jav	jav	basa Jawa	2014-08-01 00:00:00	2014-08-01 00:00:00
263	Jawe					2014-08-01 00:00:00	2014-08-01 00:00:00
264	Judeo					2014-08-01 00:00:00	2014-08-01 00:00:00
265	Jula					2014-08-01 00:00:00	2014-08-01 00:00:00
266	Kabalai					2014-08-01 00:00:00	2014-08-01 00:00:00
267	Kabyle					2014-08-01 00:00:00	2014-08-01 00:00:00
268	Kachin					2014-08-01 00:00:00	2014-08-01 00:00:00
269	Kagayanen					2014-08-01 00:00:00	2014-08-01 00:00:00
270	Kalâtdlisut					2014-08-01 00:00:00	2014-08-01 00:00:00
271	Kamba					2014-08-01 00:00:00	2014-08-01 00:00:00
272	Kanarese					2014-08-01 00:00:00	2014-08-01 00:00:00
273	Kanembu					2014-08-01 00:00:00	2014-08-01 00:00:00
274	Kannada	kn	kan	kan	ಕನ್ನಡ	2014-08-01 00:00:00	2014-08-01 00:00:00
275	Kanouri					2014-08-01 00:00:00	2014-08-01 00:00:00
276	Kanuri	kr	kau	kau	Kanuri	2014-08-01 00:00:00	2014-08-01 00:00:00
277	Kapampangan					2014-08-01 00:00:00	2014-08-01 00:00:00
278	Kara					2014-08-01 00:00:00	2014-08-01 00:00:00
279	Karen					2014-08-01 00:00:00	2014-08-01 00:00:00
280	Kashmiri	ks	kas	kas	कश्मीरी	2014-08-01 00:00:00	2014-08-01 00:00:00
281	Kawi					2014-08-01 00:00:00	2014-08-01 00:00:00
282	Kazakh	kk	kaz	kaz	Қазақ тілі	2014-08-01 00:00:00	2014-08-01 00:00:00
283	Khasi					2014-08-01 00:00:00	2014-08-01 00:00:00
284	Khmer	km	khm	khm	ភាសាខ្មែរ	2014-08-01 00:00:00	2014-08-01 00:00:00
285	Khoisan (Other)					2014-08-01 00:00:00	2014-08-01 00:00:00
286	Khotanese					2014-08-01 00:00:00	2014-08-01 00:00:00
287	Kikuyu	ki	kik	kik	Gĩkũyũ	2014-08-01 00:00:00	2014-08-01 00:00:00
288	Kim					2014-08-01 00:00:00	2014-08-01 00:00:00
289	Kimbundu					2014-08-01 00:00:00	2014-08-01 00:00:00
290	Kinguja					2014-08-01 00:00:00	2014-08-01 00:00:00
291	Kinyarwanda	rw	kin	kin	Kinyarwanda	2014-08-01 00:00:00	2014-08-01 00:00:00
292	Kiribati					2014-08-01 00:00:00	2014-08-01 00:00:00
293	Kisambaa					2014-08-01 00:00:00	2014-08-01 00:00:00
294	Kiswahili					2014-08-01 00:00:00	2014-08-01 00:00:00
295	Kofán					2014-08-01 00:00:00	2014-08-01 00:00:00
296	Komi	kv	kom	kom	коми кыв	2014-08-01 00:00:00	2014-08-01 00:00:00
297	Komoro					2014-08-01 00:00:00	2014-08-01 00:00:00
298	Kongo	kg	kon	kon	KiKongo	2014-08-01 00:00:00	2014-08-01 00:00:00
299	Konkani					2014-08-01 00:00:00	2014-08-01 00:00:00
300	Korean	ko	kor	kor	한국어	2014-08-01 00:00:00	2014-08-01 00:00:00
301	Kosraean					2014-08-01 00:00:00	2014-08-01 00:00:00
302	Kotoko					2014-08-01 00:00:00	2014-08-01 00:00:00
303	Kpelle					2014-08-01 00:00:00	2014-08-01 00:00:00
304	Krio					2014-08-01 00:00:00	2014-08-01 00:00:00
305	Kru					2014-08-01 00:00:00	2014-08-01 00:00:00
306	Kuanyama	kj	kua	kua	Kuanyama	2014-08-01 00:00:00	2014-08-01 00:00:00
307	Kumak					2014-08-01 00:00:00	2014-08-01 00:00:00
308	Kumyk					2014-08-01 00:00:00	2014-08-01 00:00:00
309	Kurdish	ku	kur	kur	Kurdî	2014-08-01 00:00:00	2014-08-01 00:00:00
310	Kurukh					2014-08-01 00:00:00	2014-08-01 00:00:00
311	Kusaie					2014-08-01 00:00:00	2014-08-01 00:00:00
312	Kutenai					2014-08-01 00:00:00	2014-08-01 00:00:00
313	Kuyunon					2014-08-01 00:00:00	2014-08-01 00:00:00
314	Kyrgyz					2014-08-01 00:00:00	2014-08-01 00:00:00
315	Ladino					2014-08-01 00:00:00	2014-08-01 00:00:00
316	Lahnda					2014-08-01 00:00:00	2014-08-01 00:00:00
317	Lamba					2014-08-01 00:00:00	2014-08-01 00:00:00
318	Lango					2014-08-01 00:00:00	2014-08-01 00:00:00
319	Lao	lo	lao	lao	ພາສາລາວ	2014-08-01 00:00:00	2014-08-01 00:00:00
320	Laotian					2014-08-01 00:00:00	2014-08-01 00:00:00
321	Latin	la	lat	lat	latine	2014-08-01 00:00:00	2014-08-01 00:00:00
322	Latvian	lv	lav	lav	latviešu valoda	2014-08-01 00:00:00	2014-08-01 00:00:00
323	Letzeburgesch					2014-08-01 00:00:00	2014-08-01 00:00:00
324	Lezgian					2014-08-01 00:00:00	2014-08-01 00:00:00
325	Lillooet					2014-08-01 00:00:00	2014-08-01 00:00:00
326	Lingala	ln	lin	lin	Lingála	2014-08-01 00:00:00	2014-08-01 00:00:00
327	Lithuanian	lt	lit	lit	lietuvių kalba	2014-08-01 00:00:00	2014-08-01 00:00:00
328	Lituanian					2014-08-01 00:00:00	2014-08-01 00:00:00
329	Lozi					2014-08-01 00:00:00	2014-08-01 00:00:00
330	Luba					2014-08-01 00:00:00	2014-08-01 00:00:00
331	Luiseño					2014-08-01 00:00:00	2014-08-01 00:00:00
332	Lunda					2014-08-01 00:00:00	2014-08-01 00:00:00
333	Luo					2014-08-01 00:00:00	2014-08-01 00:00:00
334	Luo (Kenya and Tanzania)					2014-08-01 00:00:00	2014-08-01 00:00:00
335	Lushai					2014-08-01 00:00:00	2014-08-01 00:00:00
336	Luvale					2014-08-01 00:00:00	2014-08-01 00:00:00
337	Lwena					2014-08-01 00:00:00	2014-08-01 00:00:00
338	Macedonian	mk	mac	mkd	македонски јазик	2014-08-01 00:00:00	2014-08-01 00:00:00
339	Madurese					2014-08-01 00:00:00	2014-08-01 00:00:00
340	Magahi					2014-08-01 00:00:00	2014-08-01 00:00:00
341	Magindanaon					2014-08-01 00:00:00	2014-08-01 00:00:00
342	Mahl					2014-08-01 00:00:00	2014-08-01 00:00:00
343	Maithili					2014-08-01 00:00:00	2014-08-01 00:00:00
344	Makasar					2014-08-01 00:00:00	2014-08-01 00:00:00
345	Makassarese					2014-08-01 00:00:00	2014-08-01 00:00:00
346	Malagasy	mg	mlg	mlg	Malagasy fiteny	2014-08-01 00:00:00	2014-08-01 00:00:00
347	Malay	ms	may	msa	bahasa Melayu	2014-08-01 00:00:00	2014-08-01 00:00:00
348	Malaya					2014-08-01 00:00:00	2014-08-01 00:00:00
349	Malayalam	ml	mal	mal	മലയാളം	2014-08-01 00:00:00	2014-08-01 00:00:00
350	Maldivian					2014-08-01 00:00:00	2014-08-01 00:00:00
351	Maltese	mt	mlt	mlt	Malti	2014-08-01 00:00:00	2014-08-01 00:00:00
352	Mambai					2014-08-01 00:00:00	2014-08-01 00:00:00
353	Mamuju					2014-08-01 00:00:00	2014-08-01 00:00:00
354	Manchu					2014-08-01 00:00:00	2014-08-01 00:00:00
355	Mandar					2014-08-01 00:00:00	2014-08-01 00:00:00
356	Mandarin Chinese					2014-08-01 00:00:00	2014-08-01 00:00:00
357	Mandingo					2014-08-01 00:00:00	2014-08-01 00:00:00
358	Mangaia					2014-08-01 00:00:00	2014-08-01 00:00:00
359	Manipuri					2014-08-01 00:00:00	2014-08-01 00:00:00
360	Manobo languages					2014-08-01 00:00:00	2014-08-01 00:00:00
361	Manx	gv	glv	glv	Ghaelg	2014-08-01 00:00:00	2014-08-01 00:00:00
362	Maori	mi	mao	mri	te reo Māori	2014-08-01 00:00:00	2014-08-01 00:00:00
363	Mapuche					2014-08-01 00:00:00	2014-08-01 00:00:00
